timestamp,hour,heart_rate,resting_hr,hr_variability,is_sleep,is_anomaly,anomaly_score,predicted_anomaly
2025-12-05 01:32:41.976005,1,141.0,62.1,51.9,1,1,-0.11238980802450493,1
2025-12-05 02:32:41.976005,2,58.2,56.3,37.6,1,0,0.14974771653892788,0
2025-12-05 03:32:41.976005,3,62.3,63.5,38.7,1,0,0.09758862402270957,0
2025-12-05 04:32:41.976005,4,63.5,56.3,41.4,1,0,0.16726324099048956,0
2025-12-05 05:32:41.976005,5,56.1,57.7,30.0,1,0,0.10542323034451934,0
2025-12-05 06:32:41.976005,6,75.8,56.2,40.0,0,0,0.16726610919208035,0
2025-12-05 07:32:41.976005,7,74.5,58.2,39.3,0,0,0.18665054780386936,0
2025-12-05 08:32:41.976005,8,64.6,54.6,35.1,0,0,0.15321369257784406,0
2025-12-05 09:32:41.976005,9,76.1,54.9,40.0,0,0,0.1582712755575406,0
2025-12-05 10:32:41.976005,10,74.8,55.6,44.6,0,0,0.16057376977662158,0
2025-12-05 11:32:41.976005,11,70.8,55.3,36.3,0,0,0.16838893031719315,0
2025-12-05 12:32:41.976005,12,75.4,59.1,47.7,0,0,0.17607031237045934,0
2025-12-05 13:32:41.976005,13,71.6,59.5,53.4,0,0,0.13920007396730555,0
2025-12-05 14:32:41.976005,14,65.7,55.8,33.1,0,0,0.16445415780584455,0
2025-12-05 15:32:41.976005,15,78.7,53.0,22.1,0,0,-0.004716842867591886,1
2025-12-05 16:32:41.976005,16,80.0,53.8,31.9,0,0,0.09383836253856764,0
2025-12-05 17:32:41.976005,17,73.9,56.9,46.9,0,0,0.1710417155510911,0
2025-12-05 18:32:41.976005,18,61.1,55.1,34.0,0,0,0.13990791186525597,0
2025-12-05 19:32:41.976005,19,75.6,56.0,36.6,0,0,0.16471057885292612,0
2025-12-05 20:32:41.976005,20,70.5,58.2,41.7,0,0,0.1925840812154347,0
2025-12-05 21:32:41.976005,21,67.9,61.2,35.8,0,0,0.1700638672025036,0
2025-12-05 22:32:41.976005,22,71.3,56.4,45.7,0,0,0.17191519380150605,0
2025-12-05 23:32:41.976005,23,61.7,55.3,87.5,1,1,-0.04478942368031147,1
2025-12-06 00:32:41.976005,0,61.9,55.9,39.8,1,0,0.1678302334390862,0
2025-12-06 01:32:41.976005,1,63.8,61.1,39.3,1,0,0.16183377489171596,0
2025-12-06 02:32:41.976005,2,64.4,58.6,47.2,1,0,0.173143644700678,0
2025-12-06 03:32:41.976005,3,69.5,58.7,37.0,1,0,0.19078766096258343,0
2025-12-06 04:32:41.976005,4,67.0,57.5,35.6,1,0,0.1861184758018335,0
2025-12-06 05:32:41.976005,5,59.1,54.4,36.4,1,0,0.12758669908925463,0
2025-12-06 06:32:41.976005,6,58.4,57.5,46.8,0,0,0.14758758640056568,0
2025-12-06 07:32:41.976005,7,62.6,57.3,40.3,0,0,0.17924559957110786,0
2025-12-06 08:32:41.976005,8,76.1,54.4,37.7,0,0,0.1446000962663475,0
2025-12-06 09:32:41.976005,9,72.8,59.4,49.6,0,0,0.17442085718752626,0
2025-12-06 10:32:41.976005,10,75.1,56.6,32.2,0,0,0.16730391237797676,0
2025-12-06 11:32:41.976005,11,68.8,56.4,26.1,0,0,0.11477700721296213,0
2025-12-06 12:32:41.976005,12,80.4,57.4,38.0,0,0,0.1517652898797734,0
2025-12-06 13:32:41.976005,13,73.0,57.3,48.1,0,0,0.17755668916341982,0
2025-12-06 14:32:41.976005,14,71.6,58.8,32.0,0,0,0.17959217794896082,0
2025-12-06 15:32:41.976005,15,68.2,56.3,33.9,0,0,0.17846094840371712,0
2025-12-06 16:32:41.976005,16,78.3,58.3,30.5,0,0,0.15257019481393824,0
2025-12-06 17:32:41.976005,17,78.2,54.3,50.1,0,0,0.09745951466872221,0
2025-12-06 18:32:41.976005,18,73.8,57.0,33.4,0,0,0.17646611628673775,0
2025-12-06 19:32:41.976005,19,73.4,60.5,34.1,0,0,0.1699912565779781,0
2025-12-06 20:32:41.976005,20,77.6,58.2,40.6,0,0,0.18021321478251962,0
2025-12-06 21:32:41.976005,21,70.6,57.8,39.8,0,0,0.19484298855013044,0
2025-12-06 22:32:41.976005,22,66.7,58.0,10.9,0,0,0.013666411949833979,0
2025-12-06 23:32:41.976005,23,54.9,62.5,32.4,1,0,0.06049872152727248,0
2025-12-07 00:32:41.976005,0,67.0,55.2,36.6,1,0,0.1677822039787092,0
2025-12-07 01:32:41.976005,1,64.0,60.5,65.0,1,0,0.041325727036397364,0
2025-12-07 02:32:41.976005,2,67.1,59.0,23.9,1,0,0.07626349173555402,0
2025-12-07 03:32:41.976005,3,68.0,63.1,45.4,1,0,0.13093926063073202,0
2025-12-07 04:32:41.976005,4,61.2,52.1,48.8,1,0,0.028082072171361938,0
2025-12-07 05:32:41.976005,5,62.5,56.2,37.6,1,0,0.16162622833079765,0
2025-12-07 06:32:41.976005,6,75.5,51.1,45.5,0,0,0.021787952804915744,0
2025-12-07 07:32:41.976005,7,81.3,56.7,40.2,0,0,0.14121213932292248,0
2025-12-07 08:32:41.976005,8,73.2,57.5,54.4,0,0,0.13360455766863094,0
2025-12-07 09:32:41.976005,9,78.1,62.8,34.5,0,0,0.10789262956860535,0
2025-12-07 10:32:41.976005,10,87.6,57.4,38.8,0,0,0.09453097578545566,0
2025-12-07 11:32:41.976005,11,75.5,62.0,35.2,0,0,0.15005175171285745,0
2025-12-07 12:32:41.976005,12,75.9,57.6,26.1,0,0,0.11973125260625422,0
2025-12-07 13:32:41.976005,13,70.6,53.9,46.5,0,0,0.12960294734840544,0
2025-12-07 14:32:41.976005,14,83.8,62.5,31.1,0,0,0.04607667686891992,0
2025-12-07 15:32:41.976005,15,77.1,59.1,54.7,0,0,0.11135185269931869,0
2025-12-07 16:32:41.976005,16,82.7,60.8,37.0,0,0,0.1125837340015961,0
2025-12-07 17:32:41.976005,17,73.5,58.6,40.1,0,0,0.19012273338934543,0
2025-12-07 18:32:41.976005,18,36.0,58.9,38.6,0,1,-0.0008834245413424924,1
2025-12-07 19:32:41.976005,19,71.2,56.1,48.1,0,0,0.16837987751487488,0
2025-12-07 20:32:41.976005,20,74.3,56.5,40.4,0,0,0.17666052089121648,0
2025-12-07 21:32:41.976005,21,68.6,54.6,37.4,0,0,0.16879540904480195,0
2025-12-07 22:32:41.976005,22,74.7,56.4,42.2,0,0,0.17444233795924063,0
2025-12-07 23:32:41.976005,23,62.4,60.9,30.0,1,0,0.12383631466153466,0
2025-12-08 00:32:41.976005,0,63.2,53.2,31.2,1,0,0.09383463918021112,0
2025-12-08 01:32:41.976005,1,59.6,55.4,28.3,1,0,0.09594298963971065,0
2025-12-08 02:32:41.976005,2,63.1,59.7,56.6,1,0,0.10137254528432943,0
2025-12-08 03:32:41.976005,3,66.4,62.2,42.3,1,0,0.14784264432774236,0
2025-12-08 04:32:41.976005,4,60.2,59.3,43.9,1,0,0.1708049533401666,0
2025-12-08 05:32:41.976005,5,65.5,63.0,42.8,1,0,0.13396686286090576,0
2025-12-08 06:32:41.976005,6,69.7,56.2,33.2,0,0,0.16867732217117087,0
2025-12-08 07:32:41.976005,7,75.9,52.0,44.9,0,0,0.046457462346574,0
2025-12-08 08:32:41.976005,8,72.9,58.2,43.7,0,0,0.187169578928165,0
2025-12-08 09:32:41.976005,9,68.7,51.5,42.8,0,0,0.04131050330179742,0
2025-12-08 10:32:41.976005,10,76.5,55.5,30.9,0,0,0.14500037477991407,0
2025-12-08 11:32:41.976005,11,72.2,59.8,34.9,0,0,0.1799223621817676,0
2025-12-08 12:32:41.976005,12,69.2,58.7,42.2,0,0,0.19506460228995737,0
2025-12-08 13:32:41.976005,13,67.8,67.2,45.2,0,0,0.014475115285142559,0
2025-12-08 14:32:41.976005,14,73.3,56.4,42.3,0,0,0.1761898751088271,0
2025-12-08 15:32:41.976005,15,69.6,60.7,50.5,0,0,0.15391469681683184,0
2025-12-08 16:32:41.976005,16,45.4,60.3,36.2,0,1,0.031461667924478465,0
2025-12-08 17:32:41.976005,17,67.9,54.9,25.6,0,0,0.10534031087150086,0
2025-12-08 18:32:41.976005,18,69.5,57.8,33.8,0,0,0.18544161307841162,0
2025-12-08 19:32:41.976005,19,68.5,58.7,41.7,0,0,0.194485666218166,0
